集計上の作物分類,作物名,用途,登録番号,農薬の種類,農薬の名称,適用病害虫雑草名,使用方法
稲,移植水稲,除草剤,22872,ピラゾキシフェン・ベンゾビシクロン水和剤,プレキープフロアブル,ミズガヤツリ,原液湛水散布又は無人航空機による滴下
稲,移植水稲,除草剤,22872,ピラゾキシフェン・ベンゾビシクロン水和剤,プレキープフロアブル,一年生雑草,原液湛水散布又は無人航空機による滴下
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,アオミドロ・藻類による表層はく離,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,オモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,クログワイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,コウキヤガラ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,シズイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,ヘラオモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22958,ピリミスルファン・フェントラザミド粒剤,ゴール１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,アオミドロ・藻類による表層はく離,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,オモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,クログワイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,コウキヤガラ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,シズイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,ヘラオモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,22984,ピラゾレート・プロピリスルフロン粒剤,キクンジャーＺ１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ヘラオモダカ（東北）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ヘラオモダカ（東北）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23024,カルフェントラゾンエチル・フルセトスルフロン粒剤,フルチャージスカイ５００グラム粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ヘラオモダカ（東北）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ヘラオモダカ（東北）,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23025,カルフェントラゾンエチル・フルセトスルフロン粒剤,ベストコンビスカイ５００グラム粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,セリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,ヘラオモダカ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23028,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,フルイニングスカイ５００グラム粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,セリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,ヘラオモダカ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23029,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,ジャイブスカイ５００グラム粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,ウリカワ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,セリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,ヒルムシロ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,ヘラオモダカ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,ホタルイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,マツバイ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,ミズガヤツリ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23030,カフェンストロール・カルフェントラゾンエチル・フルセトスルフロン・ベンゾビシクロン粒剤,タンボエーススカイ５００グラム粒剤,一年生雑草,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,アオミドロ・藻類による表層はく離,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,オモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,クログワイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,コウキヤガラ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,シズイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,ヘラオモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23063,ピリミスルファン・フェントラザミド粒剤,ヤイバ１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23114,ピリミスルファン粒剤,アトトリ１キロ粒剤,ノビエ,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23114,ピリミスルファン粒剤,アトトリ１キロ粒剤,多年生広葉雑草,湛水散布又は無人航空機による散布
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,アオミドロ・藻類による表層はく離,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,ウリカワ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,オモダカ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,クログワイ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,コウキヤガラ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,セリ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,ヒルムシロ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,ホタルイ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,マツバイ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,ミズガヤツリ,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23118,イマゾスルフロン・オキサジクロメホン・ピラクロニル水和剤,サラブレッドＫＡＩフロアブル,水田一年生雑草,原液湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,アオミドロ・藻類による表層はく離,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,オモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,クログワイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,コウキヤガラ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,シズイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,ヒルムシロ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,ホタルイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,マツバイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,ミズガヤツリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23119,イマゾスルフロン・オキサジクロメホン・ピラクロニル粒剤,サラブレッドＫＡＩ１キロ粒剤,水田一年生雑草,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,ウリカワ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,オモダカ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,クログワイ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,コウキヤガラ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,シズイ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,セリ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,ヒルムシロ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,ホタルイ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,マツバイ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,ミズガヤツリ,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23123,ピラゾレート・プロピリスルフロン水和剤,キクンジャーＺフロアブル,水田一年生雑草,原液湛水散布､水口施用又は無人ﾍﾘｺﾌﾟﾀｰによる滴下
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,ウリカワ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,オモダカ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,クログワイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,コウキヤガラ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,シズイ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
稲,移植水稲,除草剤,23124,アジムスルフロン・ピリフタリド・メソトリオン粒剤,オシオキＭＸ１キロ粒剤,セリ,湛水散布又は無人ﾍﾘｺﾌﾟﾀｰによる散布
